Num Parent Tweets,Num Replies to Parents,Avg Replies per Parent,Num Parent Tweets with Replies,Avg Replies per Parent with Replies,Num Toxic Parent Tweets,Num Non-Toxic Parent Tweets,Num Toxic Replies,Num Non-Toxic Replies,Num Toxic Replies to Non-Toxic Parents,Num Non-Toxic Replies to Non-Toxic Parents,Num Toxic Replies to Toxic Parents,Num Non-Toxic Replies to Toxic Parents,followers_count,friends_count,listed_count,created_at,favourites_count,geo_enabled,verified,statuses_count,contributors_enabled,is_translator,is_translation_enabled,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,geo,place,truncated,hashtags,symbols,user_mentions,urls,contributors,is_quote_status,retweet_count min,retweet_count avg,retweet_count max,favorite_count min,favorite_count avg,favorite_count max,favorited,retweeted,possibly_sensitive,Num Repliers With Min 1 Toxic Reply,Num parents with high Toxicity,Num parents with high Severe_Toxicity,Num parents with high Identity_Attack,Num parents with high Insult,Num parents with high Profanity,Num parents with high Threat,Num parents with high other attr,Num replies with high Toxicity,Num replies with high Severe_Toxicity,Num replies with high Identity_Attack,Num replies with high Insult,Num replies with high Profanity,Num replies with high Threat,Num replies with high other attr,Total tweets with high Toxicity,Total tweets with high Severe_Toxicity,Total tweets with high Identity_Attack,Total tweets with high Insult,Total tweets with high Profanity,Total tweets with high Threat,Total tweets with high other attr,Num Repliers,Num parents with <3 replies,Num parents with >=3 replies,User Desc,Top Desc Word #1: women,Top Desc Word #2: love,Top Desc Word #3: news,Top Desc Word #4: account,Top Desc Word #5: feminist,Top Desc Word #6: official,Top Desc Word #7: follow,Top Desc Word #8: products,Top Desc Word #9: tweets,Top Desc Word #10: womens
537,357,0.664804469,188,1.89893617,1,536,2,355,2,355,0,0,7463,4833,3,Thu Oct 31 08:25:24 +0000 2019,72212,Yes,No,143129,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.636871508,91,0,3.061452514,608,No,No,No,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,224,511,26,User Desc,No,No,No,No,No,No,No,No,No,No
1720,482,0.280232558,273,1.765567766,177,1543,18,464,13,404,5,60,5525,1208,49,Thu Oct 31 20:46:25 +0000 2019,56,No,No,66742,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,5.949418605,387,0,15.00813953,1513,No,No,No,18,4,0,76,7,89,1,0,2,0,4,2,10,0,0,6,0,80,9,99,1,0,293,1676,44,User Desc,No,No,No,No,No,No,No,No,No,No
1728,505,0.29224537,290,1.74137931,121,1607,9,496,6,455,3,41,5517,1207,47,Thu Oct 31 20:46:25 +0000 2019,55,No,No,66487,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,6.095486111,388,0,15.4224537,1515,No,No,No,9,6,0,46,3,66,0,0,1,0,3,1,4,0,0,7,0,49,4,70,0,0,297,1682,46,User Desc,No,No,No,No,No,No,No,No,No,No
2875,0,0,0,0,0,2875,0,0,0,0,0,0,105,284,2,Fri Nov 01 09:59:21 +0000 2019,80,Yes,No,3882,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,0,0.003826087,2,0,0.052173913,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875,0,User Desc,No,No,No,No,No,No,No,No,No,No
741,191,0.257759784,86,2.220930233,2,739,0,191,0,191,0,0,2810,1880,0,Sun Nov 03 05:47:11 +0000 2019,17598,No,No,36187,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,1.233468286,56,0,4.353576248,210,No,No,No,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,109,721,20,User Desc,No,No,No,No,No,No,No,No,No,No
822,0,0,0,0,0,822,0,0,0,0,0,0,47,48,0,Wed Nov 06 06:42:55 +0000 2019,428,Yes,No,1125,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0,0.616788321,14,0,0.619221411,13,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,0,User Desc,No,No,No,No,No,No,No,No,No,No
5,0,0,0,0,0,5,0,0,0,0,0,0,3584,2268,1,Wed Nov 06 13:20:32 +0000 2019,39131,Yes,No,20693,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,1.8,4,1,1.8,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,User Desc,No,No,No,No,No,No,No,No,No,No
292,2,0.006849315,1,2,0,292,0,2,0,2,0,0,112,78,2,Wed Nov 06 17:18:06 +0000 2019,1171,Yes,Yes,1581,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0,0.455479452,8,0,2.017123288,21,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292,0,User Desc,Yes,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,232,2855,0,Sat Nov 09 21:05:57 +0000 2019,1,No,No,7409,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.000625,1,0,0.003125,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
1443,119,0.082467082,33,3.606060606,63,1380,0,119,0,117,0,2,17504,126,29,Tue Nov 12 05:36:12 +0000 2019,4648,No,No,6061,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,142.0838531,15371,0,469.7470547,68092,No,No,Yes,0,4,0,13,0,46,0,0,0,0,0,0,0,0,0,4,0,13,0,46,0,0,111,1439,4,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,64,2,0,Wed Nov 13 05:38:57 +0000 2019,3,No,No,4316,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.0184375,2,0,0.064375,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
4,2,0.5,2,1,0,4,0,2,0,2,0,0,752,625,5,Wed Nov 13 11:09:13 +0000 2019,3686,No,No,62741,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,0,2.5,5,0,2,5,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,User Desc,No,No,No,No,No,No,No,No,No,No
1563,76,0.04862444,67,1.134328358,288,1275,11,65,9,55,2,10,1580,461,2,Wed Nov 13 18:52:03 +0000 2019,21569,No,No,29676,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.350607806,13,0,0.905950096,47,No,No,Yes,10,26,0,50,8,200,4,0,1,0,2,1,7,0,0,27,0,52,9,207,4,0,39,1561,2,User Desc,No,No,No,No,No,No,No,No,No,No
2042,386,0.189030362,233,1.656652361,288,1754,24,362,23,332,1,30,1550,1161,12,Fri Nov 15 17:24:43 +0000 2019,2722,No,No,104408,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.484818805,420,0,1.687561214,2186,No,No,No,22,9,0,70,7,199,3,0,0,0,7,0,17,0,0,9,0,77,7,216,3,0,262,2036,6,User Desc,No,No,No,No,No,No,No,No,No,No
11,0,0,0,0,0,11,0,0,0,0,0,0,154,314,0,Sun Nov 17 22:12:18 +0000 2019,15,No,No,11539,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,0,0.090909091,1,0,0.272727273,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,User Desc,No,Yes,No,No,No,No,No,No,No,No
215,0,0,0,0,0,215,0,0,0,0,0,0,84,136,1,Mon Nov 18 05:40:10 +0000 2019,39,No,No,410,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,4.772093023,52,0,2.069767442,24,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,User Desc,No,No,No,No,No,No,No,No,No,No
215,0,0,0,0,0,215,0,0,0,0,0,0,83,136,1,Mon Nov 18 05:40:10 +0000 2019,39,No,No,410,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,4.846511628,52,0,2.074418605,24,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,User Desc,No,No,No,No,No,No,No,No,No,No
1525,2,0.001311475,2,1,0,1525,0,2,0,2,0,0,96,112,0,Wed Nov 20 13:20:37 +0000 2019,158,No,No,1603,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.314754098,12,0,0.557377049,25,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1525,0,User Desc,No,No,No,No,No,No,No,No,No,No
1716,0,0,0,0,0,1716,0,0,0,0,0,0,110,112,0,Wed Nov 20 13:20:37 +0000 2019,159,No,No,1794,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.332750583,12,0,0.536130536,25,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,User Desc,No,No,No,No,No,No,No,No,No,No
457,0,0,0,0,0,457,0,0,0,0,0,0,1530,2115,13,Wed Nov 20 13:31:22 +0000 2019,3873,No,No,1668,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,6.083150985,67,0,1.457330416,12,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,User Desc,No,No,No,No,No,No,No,No,No,No
1322,1070,0.809379728,192,5.572916667,99,1223,20,1050,16,1002,4,48,77019,3178,138,Thu Nov 21 15:56:57 +0000 2019,190777,No,No,114843,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,2.298033283,528,0,22.48487141,15509,No,No,Yes,19,20,0,9,2,67,1,0,1,0,3,0,14,2,0,21,0,12,2,81,3,0,810,1270,52,User Desc,No,No,No,No,No,No,No,No,No,No
2526,0,0,0,0,0,2526,0,0,0,0,0,0,17,0,1,Fri Nov 22 08:55:18 +0000 2019,7,No,No,2531,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.052652415,2,0,0.109659541,4,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,0,User Desc,No,No,No,No,No,No,No,No,No,No
1125,0,0,0,0,0,1125,0,0,0,0,0,0,0,5,0,Tue Nov 26 08:16:06 +0000 2019,1,No,No,1130,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.001777778,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,User Desc,No,No,No,No,No,No,No,No,No,No
1125,0,0,0,0,0,1125,0,0,0,0,0,0,0,5,0,Tue Nov 26 08:16:06 +0000 2019,1,No,No,1130,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.001777778,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,1,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,0,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,1,3199,0,0,0,0,0,0,0,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,0,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,1,3199,0,0,0,0,0,0,0,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,1,3199,0,0,0,0,0,0,1,19,0,Tue Nov 26 18:48:30 +0000 2019,0,No,No,15346,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,0,0.00375,1,No,No,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3191,0,0,0,0,0,3191,0,0,0,0,0,0,26,202,0,Wed Nov 27 15:49:41 +0000 2019,1,No,No,4634,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.165778753,2,0,0.015669069,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,0,User Desc,No,No,No,No,No,No,No,No,No,No
3185,0,0,0,0,0,3185,0,0,0,0,0,0,25,200,0,Wed Nov 27 15:49:41 +0000 2019,1,No,No,4633,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.166091052,2,0,0.015070644,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185,0,User Desc,No,No,No,No,No,No,No,No,No,No
571,369,0.646234676,161,2.291925466,16,555,7,362,6,356,1,6,7235,1934,67,Fri Mar 05 21:26:07 +0000 2010,41514,Yes,No,128045,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,0,2.140105079,143,0,5.681260946,1026,No,No,No,6,2,0,2,0,11,1,0,0,0,1,0,6,0,0,2,0,3,0,17,1,0,224,540,31,User Desc,No,No,No,Yes,No,No,No,No,No,No
1945,56,0.028791774,42,1.333333333,21,1924,0,56,0,56,0,0,315,265,2,Thu Dec 05 03:33:03 +0000 2019,2443,Yes,No,24404,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.817994859,124,0,1.646786632,420,No,No,No,0,0,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0,35,1941,4,User Desc,No,No,No,No,No,No,No,No,No,No
782,0,0,0,0,69,713,0,0,0,0,0,0,130,206,0,Thu Dec 05 08:47:38 +0000 2019,14196,No,No,4266,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.234015345,8,0,0.984654731,44,No,No,No,0,1,0,2,0,62,4,0,0,0,0,0,0,0,0,1,0,2,0,62,4,0,0,782,0,User Desc,No,No,No,No,No,No,No,No,No,No
595,0,0,0,0,11,584,0,0,0,0,0,0,7163,7634,9,Sat Dec 07 04:42:09 +0000 2019,15308,No,No,95227,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,4.053781513,176,0,10.03361345,461,No,No,No,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,595,0,User Desc,No,No,No,No,No,No,No,No,No,No
1423,86,0.060435699,60,1.433333333,19,1404,1,85,0,69,1,16,7335,1673,49,Thu Feb 21 09:20:59 +0000 2013,110396,Yes,No,255631,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0,0.807449051,156,0,1.502459592,515,No,No,No,1,0,0,5,0,13,1,0,0,0,0,0,1,0,0,0,0,5,0,14,1,0,68,1421,2,User Desc,No,No,No,No,No,No,No,No,No,No
891,44,0.049382716,43,1.023255814,66,825,3,41,1,35,2,6,597,318,1,Thu Dec 12 12:46:47 +0000 2019,22,Yes,No,124554,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.416386083,93,0,0.462401796,114,No,No,No,1,0,0,28,3,35,0,0,1,0,2,0,0,0,0,1,0,30,3,35,0,0,23,891,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,8,0.0025,8,1,0,3200,0,8,0,8,0,0,66,393,0,Sat Mar 06 17:17:28 +0000 2010,5,Yes,No,82624,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.0084375,2,0,0.010625,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,13,0.0040625,13,1,0,3200,0,13,0,13,0,0,66,393,0,Sat Mar 06 17:17:28 +0000 2010,5,Yes,No,83528,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.0071875,2,0,0.00625,2,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,1,0.0003125,1,1,0,3200,0,1,0,1,0,0,67,391,0,Sat Mar 06 17:17:28 +0000 2010,5,Yes,No,92047,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.00375,1,0,0.0096875,10,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3200,0,User Desc,No,No,No,No,No,No,No,No,No,No
1,0,0,0,0,0,1,0,0,0,0,0,0,1089,401,1,Fri Dec 13 02:55:32 +0000 2019,96401,Yes,No,34541,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,5,5,5,9,9,9,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,User Desc,No,Yes,No,No,No,No,Yes,No,No,No
220,0,0,0,0,0,220,0,0,0,0,0,0,181,397,0,Sat Dec 14 00:54:53 +0000 2019,21,No,No,1337,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,0,0.1,1,0,0.063636364,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,User Desc,No,No,No,No,No,No,No,No,No,No
18,0,0,0,0,0,18,0,0,0,0,0,0,18,91,0,Thu Feb 21 20:07:25 +0000 2013,109,No,No,1510,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,0,0.055555556,1,0,0.222222222,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,User Desc,No,Yes,No,No,No,No,No,No,No,No
9,0,0,0,0,0,9,0,0,0,0,0,0,193,169,0,Mon Dec 16 07:43:39 +0000 2019,5396,No,No,6606,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.888888889,3,1,7.333333333,23,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,User Desc,No,No,No,No,No,No,No,No,No,No
1450,19,0.013103448,8,2.375,28,1422,0,19,0,19,0,0,1,108,0,Thu Dec 19 18:36:37 +0000 2019,877,No,No,3215,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0.717931034,2,0,0.26137931,3,No,No,Yes,0,18,0,2,4,4,0,0,0,0,0,0,0,0,0,18,0,2,4,4,0,0,1,1448,2,User Desc,Yes,No,No,No,No,No,No,No,No,No
1393,7,0.005025126,4,1.75,12,1381,0,7,0,7,0,0,1,108,0,Thu Dec 19 18:36:37 +0000 2019,971,No,No,3060,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0.714285714,2,0,0.312993539,3,No,No,Yes,0,8,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,2,2,0,0,1,1392,1,User Desc,Yes,No,No,No,No,No,No,No,No,No
1407,8,0.005685856,4,2,15,1392,0,8,0,4,0,4,1,108,0,Thu Dec 19 18:36:37 +0000 2019,1070,No,No,3112,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0.721393035,2,0,0.358208955,3,No,No,Yes,0,10,0,1,3,1,0,0,0,0,0,0,0,0,0,10,0,1,3,1,0,0,1,1406,1,User Desc,Yes,No,No,No,No,No,No,No,No,No
1450,19,0.013103448,8,2.375,45,1405,0,19,0,19,0,0,1,108,0,Thu Dec 19 18:36:37 +0000 2019,893,No,No,3218,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,0.719310345,2,0,0.279310345,3,No,No,Yes,0,27,0,6,7,5,0,0,0,0,0,0,0,0,0,27,0,6,7,5,0,0,1,1448,2,User Desc,Yes,No,No,No,No,No,No,No,No,No
804,0,0,0,0,0,804,0,0,0,0,0,0,469,820,1,Sat Dec 21 09:29:43 +0000 2019,21606,No,No,7578,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.332089552,7,0,1.059701493,15,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0,User Desc,No,No,No,No,Yes,No,No,No,No,No
2982,0,0,0,0,0,2982,0,0,0,0,0,0,16460,202,0,Fri Feb 22 13:12:53 +0000 2013,319,Yes,No,15008,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0,1.046277666,53,0,3.999329309,221,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,User Desc,No,No,Yes,No,No,Yes,Yes,No,No,No
2988,0,0,0,0,0,2988,0,0,0,0,0,0,16482,202,43,Fri Feb 22 13:12:53 +0000 2013,325,Yes,No,15014,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0,1.045850067,53,0,4.002342704,221,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,0,User Desc,No,No,Yes,No,No,Yes,Yes,No,No,No
3009,4,0.001329345,3,1.333333333,0,3009,0,4,0,4,0,0,16592,203,44,Fri Feb 22 13:12:53 +0000 2013,331,Yes,No,15039,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,0,1.063808574,53,0,4.047524094,221,No,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3009,0,User Desc,No,No,Yes,No,No,Yes,Yes,No,No,No
477,0,0,0,0,1,476,0,0,0,0,0,0,581,146,0,Sun Dec 22 08:11:22 +0000 2019,1269,Yes,No,2511,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,0,0.293501048,6,0,0.471698113,8,No,No,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,477,0,User Desc,No,No,No,No,No,No,No,No,No,No
1999,20,0.010005003,18,1.111111111,63,1936,0,20,0,20,0,0,58,330,0,Sun Dec 22 18:04:41 +0000 2019,1467,No,No,5388,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,0.156578289,13,0,0.261130565,32,No,No,No,0,0,0,2,6,52,3,0,0,0,0,0,0,0,0,0,0,2,6,52,3,0,11,1998,1,User Desc,No,No,No,No,No,No,No,No,No,No
114,0,0,0,0,0,114,0,0,0,0,0,0,4,5,0,Mon Dec 23 05:37:35 +0000 2019,170,No,No,119,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0,0,0,0.01754386,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,User Desc,No,No,No,No,No,No,No,No,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,44,7,0,Fri Dec 27 07:08:52 +0000 2019,15,No,No,7866,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.0171875,2,0,0.03875,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,Yes,Yes,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,44,7,0,Fri Dec 27 07:08:52 +0000 2019,15,No,No,7741,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0.0171875,2,0,0.0390625,3,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,Yes,Yes,No,No
3200,0,0,0,0,0,3200,0,0,0,0,0,0,13,62,0,Sat Dec 28 20:05:09 +0000 2019,12,No,No,7035,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0.0003125,1,0,0.005,1,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,User Desc,No,No,No,No,No,No,No,Yes,No,No
511,0,0,0,0,0,511,0,0,0,0,0,0,1601,125,0,Sun Dec 29 08:16:11 +0000 2019,55,No,No,586,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,3.575342466,33,0,4.786692759,52,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,User Desc,No,No,No,No,No,No,No,No,No,No
1266,147,0.116113744,80,1.8375,12,1254,1,146,1,146,0,0,20975,3077,57,Mon Mar 08 17:05:30 +0000 2010,27261,Yes,No,178056,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,0,29.95339652,11559,0,139.4557662,73301,No,No,Yes,1,0,0,7,0,5,0,0,0,0,0,0,1,0,0,0,0,7,0,6,0,0,109,1255,11,User Desc,No,No,No,No,No,No,No,No,No,No
